kind,class_source,field_source,destination_name,suggested_name,unresolved_tokens,xpath_hint
class-field,gest.planInterv.PlanConst,mAscZoneDesservTotal,ascZoneDesservTotal,ascZoneDesservTotal,asc|Zone,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscZoneDesservTotal']
class-field,gest.planInterv.PlanConst,mAscZonePrec,ascZonePrec,ascZonePrec,asc|Zone|Prec,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscZonePrec']
class-field,gest.planInterv.PlanConst,mEmplCle,emplCle,emplCle,empl|Cle,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mEmplCle']
class-field,gest.planInterv.PlanConst,mEscalEmpl,escalEmpl,escalEmpl,Empl,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mEscalEmpl']
class-field,gest.planInterv.PlanConst,mEtageHautPartielle,etageHautPartielle,etageHautPartielle,Haut,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mEtageHautPartielle']
class-field,gest.planInterv.PlanConst,mModeServiceIncendie,modeServiceIncendie,modeServiceIncendie,mode,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mModeServiceIncendie']
class-field,gest.planInterv.PlanConst,mMurConstruction,murConstruction,murConstruction,mur,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mMurConstruction']
class-field,gest.planInterv.PlanConst,mOuvEmpl,ouvEmpl,ouvEmpl,ouv|Empl,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mOuvEmpl']
class-field,gest.planInterv.PlanConst,mOuvType,ouvType,ouvType,ouv|Type,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mOuvType']
class-field,gest.planInterv.PlanConst,mPlancherFermeToit,plancherFermeToit,plancherFermeToit,Toit,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mPlancherFermeToit']
class-field,gest.planInterv.PlanConst,mSeparEmpl,separEmpl,separEmpl,Empl,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mSeparEmpl']
class-field,gest.planInterv.PlanConst,mSeparOuv,separOuv,separOuv,Ouv,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mSeparOuv']
class-field,gest.planInterv.PlanConst,mSousSolHautPartielle,sousSolHautPartielle,sousSolHautPartielle,sous|Sol|Haut,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mSousSolHautPartielle']
class-field,gest.planInterv.PlanConst,mToitConstruction,toitConstruction,toitConstruction,toit,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mToitConstruction']
class-field,gest.planInterv.PlanConst,mToitCouverture,toitCouverture,toitCouverture,toit,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mToitCouverture']
class-field,gest.planInterv.PlanConst,mToitFermeToit,toitFermeToit,toitFermeToit,toit|Toit,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mToitFermeToit']
class-field,gest.planInterv.PlanConst,mVectConstVide,listeConstVide,listeConstVide,Vide,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mVectConstVide']
class-field,gest.planInterv.PlanConst,mVidePrecision,videPrecision,videPrecision,vide,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mVidePrecision']
class-field,gest.planInterv.ConstVide,mType,type,type,type,/classes/class[@source='gest.planInterv.ConstVide']/field[@source='mType']
class-field,gest.planInterv.PlanContact,mCell,cell,cell,cell,/classes/class[@source='gest.planInterv.PlanContact']/field[@source='mCell']
class-field,gest.planInterv.PlanContact,mNomPropOccup,nomPropOccup,nomProprieteOccup,nom,/classes/class[@source='gest.planInterv.PlanContact']/field[@source='mNomPropOccup']
class-field,gest.planInterv.PlanContact,mToujoursDisp,toujoursDisp,toujoursDisp,Disp,/classes/class[@source='gest.planInterv.PlanContact']/field[@source='mToujoursDisp']
class-field,gest.planInterv.PlanContact,mIDPersonneRess,idPersonneRess,idPersonneRess,Ress,/classes/class[@source='gest.planInterv.PlanContact']/field[@source='mIDPersonneRess']
class-field,gest.planInterv.PlanExposition,mEmplAngleEleve,emplAngleEleve,emplAngleEleve,empl,/classes/class[@source='gest.planInterv.PlanExposition']/field[@source='mEmplAngleEleve']
class-field,gest.planInterv.PlanExposition,mEmplEspClos,emplEspClos,emplEspClos,empl|Esp|Clos,/classes/class[@source='gest.planInterv.PlanExposition']/field[@source='mEmplEspClos']
class-field,gest.planInterv.PlanHreExploit,mToujoursDisp,toujoursDisp,toujoursDisp,Disp,/classes/class[@source='gest.planInterv.PlanHreExploit']/field[@source='mToujoursDisp']
class-field,gest.planInterv.PlanHreExploit,mTypeOccup,typeOccup,typeOccup,type,/classes/class[@source='gest.planInterv.PlanHreExploit']/field[@source='mTypeOccup']
class-field,gest.planInterv.PlanInterv,mDatePlanDetectRecupParRAO,datePlanDetectRecupParRAO,datePlanDetectRecupParRao,date|Plan|Par|RAO,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mDatePlanDetectRecupParRAO']
class-field,gest.planInterv.PlanInterv,mDatePlanLastEnvoiAuRAO,datePlanLastEnvoiAuRAO,datePlanLastEnvoiAuRao,date|Plan|Last|Au|RAO,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mDatePlanLastEnvoiAuRAO']
class-field,gest.planInterv.PlanInterv,mLastPlanRAOName,lastPlanRAOName,lastPlanRaoName,last|Plan|RAO|Name,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mLastPlanRAOName']
class-field,gest.planInterv.PlanInterv,mMergePlanImplantation,mergePlanImplantation,mergePlanImplantation,Plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mMergePlanImplantation']
class-field,gest.planInterv.PlanInterv,mPhotoFich,photoFich,photoFich,Fich,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPhotoFich']
class-field,gest.planInterv.PlanInterv,mPlanAcces,planAcces,planAcces,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanAcces']
class-field,gest.planInterv.PlanInterv,mPlanAdresseContact,planAdresseContact,planAdresseContact,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanAdresseContact']
class-field,gest.planInterv.PlanInterv,mPlanAlarme,planAlarme,planAlarme,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanAlarme']
class-field,gest.planInterv.PlanInterv,mPlanAlimEau,planAlimEau,planAlimEau,plan|Alim|Eau,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanAlimEau']
class-field,gest.planInterv.PlanInterv,mPlanConst,planConst,planConst,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanConst']
class-field,gest.planInterv.PlanInterv,mPlanCroquis,planCroquis,planCroquis,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanCroquis']
class-field,gest.planInterv.PlanInterv,mPlanEnPDF,planEnPDF,planEnPdf,plan|En|PDF,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanEnPDF']
class-field,gest.planInterv.PlanInterv,mPlanExposition,planExposition,planExposition,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanExposition']
class-field,gest.planInterv.PlanInterv,mPlanProtection,planProtection,planProtection,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanProtection']
class-field,gest.planInterv.PlanInterv,mPlanRepartiteur,planRepartiteur,planRepartiteur,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanRepartiteur']
class-field,gest.planInterv.PlanInterv,mPlanRisque,planRisque,planRisque,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanRisque']
class-field,gest.planInterv.PlanInterv,mPlanSecurite,planSecurite,planSecurite,plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanSecurite']
class-field,gest.planInterv.PlanInterv,mPlanServPub,planServPub,planServPub,plan|Serv|Pub,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mPlanServPub']
class-field,gest.planInterv.PlanInterv,mStatutPlanRAO,statutPlanRAO,statutPlanRao,Plan|RAO,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mStatutPlanRAO']
class-field,gest.planInterv.PlanInterv,mVectTabsStates,listeTabsStates,listeTabsStates,Tabs,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mVectTabsStates']
class-field,gest.planInterv.PlanInterv,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mIDAssigneA']
class-field,gest.planInterv.PlanInterv,mIDPlanImplantation,idPlanImplantation,idPlanImplantation,Plan,/classes/class[@source='gest.planInterv.PlanInterv']/field[@source='mIDPlanImplantation']
class-field,gest.planInterv.PlanProtection,mVectProtSpec,listeProtSpec,listeProtSpec,Prot|Spec,/classes/class[@source='gest.planInterv.PlanProtection']/field[@source='mVectProtSpec']
class-field,gest.planInterv.Gicleur,mPlanCouvSystVanne,planCouvSystVanne,planCouvSystVanne,plan|Couv|Syst,/classes/class[@source='gest.planInterv.Gicleur']/field[@source='mPlanCouvSystVanne']
class-field,gest.planInterv.Gicleur,mVanneSectEmpl,vanneSectEmplacement,vanneSectEmplacement,Sect,/classes/class[@source='gest.planInterv.Gicleur']/field[@source='mVanneSectEmpl']
class-field,gest.planInterv.Gicleur,mLieuInteret,lieuInteret,lieuInteret,lieu,/classes/class[@source='gest.planInterv.Gicleur']/field[@source='mLieuInteret']
class-field,gest.planInterv.Gicleur,mZoneProt,zoneProtegee,zoneProtegee,zone,/classes/class[@source='gest.planInterv.Gicleur']/field[@source='mZoneProt']
class-field,gest.planInterv.ColonneMontante,mIDRaccordCageEscalier,idRaccordCageEscalier,idRaccordCageEscalier,Cage,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mIDRaccordCageEscalier']
class-field,gest.planInterv.ColonneMontante,mCageEscalier,cageEscalier,cageEscalier,cage,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mCageEscalier']
class-field,gest.planInterv.ColonneMontante,mConnectIdentiqueSSI,connectIdentiqueSSI,connectIdentiqueSsi,SSI,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mConnectIdentiqueSSI']
class-field,gest.planInterv.ColonneMontante,mEmpl,empl,empl,empl,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mEmpl']
class-field,gest.planInterv.ColonneMontante,mEmplAutre,emplAutre,emplAutre,empl,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mEmplAutre']
class-field,gest.planInterv.ColonneMontante,mType,type,type,type,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mType']
class-field,gest.planInterv.ColonneMontante,mZoneProt,zoneProt,zoneProt,zone|Prot,/classes/class[@source='gest.planInterv.ColonneMontante']/field[@source='mZoneProt']
class-field,gest.planInterv.ProtSpec,mType,type,type,type,/classes/class[@source='gest.planInterv.ProtSpec']/field[@source='mType']
class-field,gest.planInterv.ProtSpec,mZoneProt,zoneProtegee,zoneProtegee,zone,/classes/class[@source='gest.planInterv.ProtSpec']/field[@source='mZoneProt']
class-field,gest.planInterv.Exposition,mNom,nom,nom,nom,/classes/class[@source='gest.planInterv.Exposition']/field[@source='mNom']
class-field,gest.planInterv.PlanRepartiteur,mLieuInteret,lieuInteret,lieuInteret,lieu,/classes/class[@source='gest.planInterv.PlanRepartiteur']/field[@source='mLieuInteret']
class-field,gest.planInterv.RepartDirective,mVectIDCodeAppel,listeIDCodeAppel,listeIdCodeAppel,Code,/classes/class[@source='gest.planInterv.RepartDirective']/field[@source='mVectIDCodeAppel']
class-field,gest.planInterv.PlanRisque,mDangEmpl,dangEmpl,dangEmpl,dang|Empl,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mDangEmpl']
class-field,gest.planInterv.PlanRisque,mDangEmplInvent,dangEmplInvent,dangEmplInvent,dang|Empl,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mDangEmplInvent']
class-field,gest.planInterv.PlanRisque,mDangInvent,dangInvent,dangInvent,dang,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mDangInvent']
class-field,gest.planInterv.PlanRisque,mOrdChute,ordChute,ordChute,ord,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mOrdChute']
class-field,gest.planInterv.PlanRisque,mOrdChuteGicleur,ordChuteGicleur,ordChuteGicleur,ord,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mOrdChuteGicleur']
class-field,gest.planInterv.PlanRisque,mOrdCompact,ordCompact,ordCompact,ord,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mOrdCompact']
class-field,gest.planInterv.PlanRisque,mOrdCompactRelieInt,ordCompactRelieInt,ordCompactRelieInt,ord|Int,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mOrdCompactRelieInt']
class-field,gest.planInterv.PlanRisque,mOrdDetail,ordDetail,ordDetail,ord,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mOrdDetail']
class-field,gest.planInterv.PlanRisque,mOrdIncinerateur,ordIncinerateur,ordIncinerateur,ord,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mOrdIncinerateur']
class-field,gest.planInterv.PlanRisque,mProcEmpl,procEmpl,processusEmpl,Empl,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mProcEmpl']
class-field,gest.planInterv.PlanRisque,mRadioEmpl,radioEmpl,radioEmpl,Empl,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mRadioEmpl']
class-field,gest.planInterv.PlanRisque,mReagEmpl,reagEmpl,reagEmpl,reag|Empl,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mReagEmpl']
class-field,gest.planInterv.PlanRisque,mReagType,reagType,reagType,reag|Type,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mReagType']
class-field,gest.planInterv.PlanRisque,mRisquesAuPersonnel,risquesAuPersonnel,risquesAuPersonnel,Au,/classes/class[@source='gest.planInterv.PlanRisque']/field[@source='mRisquesAuPersonnel']
class-field,gest.planInterv.PlanSecurite,mPlanSecurite,planSecurite,planSecurite,plan,/classes/class[@source='gest.planInterv.PlanSecurite']/field[@source='mPlanSecurite']
class-field,gest.planInterv.PlanServPub,mPreocOccupPersRess,preocOccupPersRess,preocOccupPersonneRess,Ress,/classes/class[@source='gest.planInterv.PlanServPub']/field[@source='mPreocOccupPersRess']
class-field,gest.planInterv.PlanServPub,mPreocProcPersRess,preocProcPersRess,preocProcessusPersonneRess,Ress,/classes/class[@source='gest.planInterv.PlanServPub']/field[@source='mPreocProcPersRess']
class-field,gest.planInterv.PlanServPub,mRessSpec,ressSpec,ressSpec,ress|Spec,/classes/class[@source='gest.planInterv.PlanServPub']/field[@source='mRessSpec']
class-field,gest.planInterv.PlanServPub,mVectInfoServPub,listeInfoServPub,listeInformationServPub,Serv|Pub,/classes/class[@source='gest.planInterv.PlanServPub']/field[@source='mVectInfoServPub']
class-field,gest.plancher.Plancher,mVectCodesSMI,listeCodesSMI,listeCodesSmi,SMI,/classes/class[@source='gest.plancher.Plancher']/field[@source='mVectCodesSMI']
class-field,gest.plancher.Plancher,mVectCodesSMICommercial,listeCodesSMICommercial,listeCodesSmiCommercial,SMI,/classes/class[@source='gest.plancher.Plancher']/field[@source='mVectCodesSMICommercial']
class-field,gest.preference.Preference,mIDUtilGroupe,idUtilGroupe,idUtilGroupe,Util,/classes/class[@source='gest.preference.Preference']/field[@source='mIDUtilGroupe']
class-field,gest.prevention.ParamFormWebParSSI,mCodeUsager,codeUsager,codeUsager,code,/classes/class[@source='gest.prevention.ParamFormWebParSSI']/field[@source='mCodeUsager']
class-field,gest.prevention.ParamPrevention,mInclureAnomCorrigeDansAvis,inclureAnomCorrigeDansAvis,inclureAnomCorrigeDansAvis,Anom|Dans|Avis,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mInclureAnomCorrigeDansAvis']
class-field,gest.prevention.ParamPrevention,mOngletAPlanifier,ongletAPlanifier,ongletAPlanifier,A,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mOngletAPlanifier']
class-field,gest.prevention.ParamPrevention,mPrevAvis,prevAvis,previsionAvis,Avis,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mPrevAvis']
class-field,gest.prevention.ParamPrevention,mPrevForm,prevForm,previsionForm,Form,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mPrevForm']
class-field,gest.prevention.ParamPrevention,mRechercheAutoAuDemarrage,rechercheAutoAuDemarrage,rechercheAutomatiqueAuDemarrage,Au,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mRechercheAutoAuDemarrage']
class-field,gest.prevention.ParamPrevention,mTypeReinspection,typeReinspection,typeReinspection,type,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mTypeReinspection']
class-field,gest.prevention.ParamPrevention,mVectCompteursParTypePrev,listeCompteursParTypePrev,listeCompteursParTypePrevision,Par|Type,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mVectCompteursParTypePrev']
class-field,gest.prevention.ParamPrevention,mVectIDTypeChampPersoCol,listeIdTypeChampPersoCol,listeIdTypeChampPersoCol,Type|Col,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mVectIDTypeChampPersoCol']
class-field,gest.prevention.ParamPrevention,mVectMotsClesAnom,listeMotsClesAnom,listeMotsClesAnom,Mots|Cles|Anom,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mVectMotsClesAnom']
class-field,gest.prevention.ParamPrevention,mHashParamAvis,hashParamAvis,hashParametreAvis,hash|Avis,/classes/class[@source='gest.prevention.ParamPrevention']/field[@source='mHashParamAvis']
class-field,gest.prevention.AssocMotCleTexte,mNom,nom,nom,nom,/classes/class[@source='gest.prevention.AssocMotCleTexte']/field[@source='mNom']
class-field,gest.prevention.PhotoFichPrev,mEstUnAvis,estUnAvis,estUnAvis,est|Un|Avis,/classes/class[@source='gest.prevention.PhotoFichPrev']/field[@source='mEstUnAvis']
class-field,gest.prevention.PhotoFichPrev,mFormulaireWeb,formulaireWeb,formulaireWeb,Web,/classes/class[@source='gest.prevention.PhotoFichPrev']/field[@source='mFormulaireWeb']
class-field,gest.prevention.PhotoFichPrev,mInclureDansAvis,inclureDansAvis,inclureDansAvis,Dans|Avis,/classes/class[@source='gest.prevention.PhotoFichPrev']/field[@source='mInclureDansAvis']
