kind,class_source,field_source,destination_name,suggested_name,unresolved_tokens,xpath_hint
class-field,gest.prevention.PrevAvis,mVectRapportAvis,listeRapportAvis,listeRapportAvis,Avis,/classes/class[@source='gest.prevention.PrevAvis']/field[@source='mVectRapportAvis']
class-field,gest.prevention.PrevAvis,mIDRappAvis1,idRappAvis1,idRappAvis1,Rapp,/classes/class[@source='gest.prevention.PrevAvis']/field[@source='mIDRappAvis1']
class-field,gest.prevention.PrevAvis,mIDRappAvis2,idRappAvis2,idRappAvis2,Rapp,/classes/class[@source='gest.prevention.PrevAvis']/field[@source='mIDRappAvis2']
class-field,gest.prevention.PrevAvis,mIDRappAvis3,idRappAvis3,idRappAvis3,Rapp,/classes/class[@source='gest.prevention.PrevAvis']/field[@source='mIDRappAvis3']
class-field,gest.prevention.PrevAvis,mIDRappAvisPrev,idRappAvisPrev,idRappAvisPrevision,Rapp|Avis,/classes/class[@source='gest.prevention.PrevAvis']/field[@source='mIDRappAvisPrev']
class-field,gest.prevention.PrevForm,mIDRappForm,idRappForm,idRappForm,Rapp|Form,/classes/class[@source='gest.prevention.PrevForm']/field[@source='mIDRappForm']
class-field,gest.prevention.PrevForm,mIDRappFormDefaut,idRappFormDefaut,idRappFormDefaut,Rapp|Form,/classes/class[@source='gest.prevention.PrevForm']/field[@source='mIDRappFormDefaut']
class-field,gest.prevention.Prevention,mAvisEmission,avisEmission,avisEmission,avis,/classes/class[@source='gest.prevention.Prevention']/field[@source='mAvisEmission']
class-field,gest.prevention.Prevention,mCmptInspect,cmptInspect,cmptInspect,cmpt,/classes/class[@source='gest.prevention.Prevention']/field[@source='mCmptInspect']
class-field,gest.prevention.Prevention,mCodeAccesFormWeb,codeAccesFormWeb,codeAccesFormWeb,code|Form|Web,/classes/class[@source='gest.prevention.Prevention']/field[@source='mCodeAccesFormWeb']
class-field,gest.prevention.Prevention,mIdentJour,identJour,identJour,Jour,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIdentJour']
class-field,gest.prevention.Prevention,mMD5Avis,md5Avis,md5Avis,md5|Avis,/classes/class[@source='gest.prevention.Prevention']/field[@source='mMD5Avis']
class-field,gest.prevention.Prevention,mNarratifsPrec,narratifsPrec,narratifsPrec,Prec,/classes/class[@source='gest.prevention.Prevention']/field[@source='mNarratifsPrec']
class-field,gest.prevention.Prevention,mTexteAvis,texteAvis,texteAvis,Avis,/classes/class[@source='gest.prevention.Prevention']/field[@source='mTexteAvis']
class-field,gest.prevention.Prevention,mVectPrevAnom,listePrevAnom,listePrevisionAnom,Anom,/classes/class[@source='gest.prevention.Prevention']/field[@source='mVectPrevAnom']
class-field,gest.prevention.Prevention,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDAssigneA']
class-field,gest.prevention.Prevention,mIDAvis,idAvis,idAvis,Avis,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDAvis']
class-field,gest.prevention.Prevention,mIDAvisAvecSignature,idAvisAvecSignature,idAvisAvecSignature,Avis|Avec,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDAvisAvecSignature']
class-field,gest.prevention.Prevention,mIDPrevAvisAssoc,idPrevAvisAssoc,idPrevisionAvisAssociation,Avis,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDPrevAvisAssoc']
class-field,gest.prevention.Prevention,mIDPrevSrc,idPrevSrc,idPrevisionSrc,Src,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDPrevSrc']
class-field,gest.prevention.Prevention,mIDPreventionSrc,idPreventionSrc,idPreventionSrc,Src,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDPreventionSrc']
class-field,gest.prevention.Prevention,mIDTypePrev,idTypePrev,idTypePrevision,Type,/classes/class[@source='gest.prevention.Prevention']/field[@source='mIDTypePrev']
class-field,gest.prevention.Prevention,mFormWebEnqueteUUID,formWebEnqueteUUID,formWebEnqueteUuid,form|Web|UUID,/classes/class[@source='gest.prevention.Prevention']/field[@source='mFormWebEnqueteUUID']
class-field,gest.prevention.Prevention,mFormWebOwnerUUID,formWebOwnerUUID,formWebOwnerUuid,form|Web|UUID,/classes/class[@source='gest.prevention.Prevention']/field[@source='mFormWebOwnerUUID']
class-field,gest.prevention.Prevention,mFormWebStatut,formWebStatut,formWebStatut,form|Web,/classes/class[@source='gest.prevention.Prevention']/field[@source='mFormWebStatut']
class-field,gest.prevention.Prevention,mHshSectCondValeurCPOri,hshSectCondValeurCPOri,hshSectCondValeurCodePostalOri,hsh|Sect|Cond|Ori,/classes/class[@source='gest.prevention.Prevention']/field[@source='mHshSectCondValeurCPOri']
class-field,gest.prevention.Prevention,mHshSectCondValeurCPOriDossPrev,hshSectCondValeurCPOriDossPrev,hshSectCondValeurCodePostalOriDossPrevision,hsh|Sect|Cond|Ori|Doss,/classes/class[@source='gest.prevention.Prevention']/field[@source='mHshSectCondValeurCPOriDossPrev']
class-field,gest.prevention.Prevention,mHshSectCondValeursOri,hshSectCondValeursOri,hshSectCondValeursOri,hsh|Sect|Cond|Ori,/classes/class[@source='gest.prevention.Prevention']/field[@source='mHshSectCondValeursOri']
class-field,gest.prevention.Prevention,mHshSectCondValeursOriDossPrev,hshSectCondValeursOriDossPrev,hshSectCondValeursOriDossPrevision,hsh|Sect|Cond|Ori|Doss,/classes/class[@source='gest.prevention.Prevention']/field[@source='mHshSectCondValeursOriDossPrev']
class-field,gest.prevention.RapportAvis,mTypeAvis,typeAvis,typeAvis,type|Avis,/classes/class[@source='gest.prevention.RapportAvis']/field[@source='mTypeAvis']
class-field,gest.processus.Etape,mNote,note,note,note,/classes/class[@source='gest.processus.Etape']/field[@source='mNote']
class-field,gest.processus.Etape,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.processus.Etape']/field[@source='mIDAssigneA']
class-field,gest.quart.Quart,mIdentJour,identJour,identJour,Jour,/classes/class[@source='gest.quart.Quart']/field[@source='mIdentJour']
class-field,gest.quart.Quart,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.quart.Quart']/field[@source='mIDAssigneA']
class-field,gest.raisonReport.RaisonReport,mUtiliserAvis,utiliserAvis,utiliserAvis,Avis,/classes/class[@source='gest.raisonReport.RaisonReport']/field[@source='mUtiliserAvis']
class-field,gest.rapport.Rapport,mNomFichierExportParDefaut,nomFichierExportParDefaut,nomFichierExportParDefaut,nom|Par,/classes/class[@source='gest.rapport.Rapport']/field[@source='mNomFichierExportParDefaut']
class-field,gest.rapport.Rapport,mNomPerso,nomPerso,nomPerso,nom,/classes/class[@source='gest.rapport.Rapport']/field[@source='mNomPerso']
class-field,gest.rapport.Rapport,mValidationV13Faite,validationV13Faite,validationV13Faite,V13,/classes/class[@source='gest.rapport.Rapport']/field[@source='mValidationV13Faite']
class-field,gest.rapport.Rapport,mVectPageSupp,listePageSupp,listePageSupp,Page|Supp,/classes/class[@source='gest.rapport.Rapport']/field[@source='mVectPageSupp']
class-field,gest.rapport.Rapport,mVectSousRapport,listeSousRapport,listeSousRapport,Sous,/classes/class[@source='gest.rapport.Rapport']/field[@source='mVectSousRapport']
class-field,gest.rapport.Rapport,mIDFichJasper,idFichJasper,idFichJasper,Fich,/classes/class[@source='gest.rapport.Rapport']/field[@source='mIDFichJasper']
class-field,gest.rapport.Rapport,mIDFichXML,idFichXML,idFichXml,Fich|XML,/classes/class[@source='gest.rapport.Rapport']/field[@source='mIDFichXML']
class-field,gest.rapport.RapportPerso,mUniquementSiAlimente,uniquementSiAlimente,uniquementSiAlimente,Si,/classes/class[@source='gest.rapport.RapportPerso']/field[@source='mUniquementSiAlimente']
class-field,gest.rapport.SousRapport,mPeutEtreSelectionne,peutEtreSelectionne,peutEtreSelectionne,peut|Etre,/classes/class[@source='gest.rapport.SousRapport']/field[@source='mPeutEtreSelectionne']
class-field,gest.rci.Constat,mVectFait,listeFait,listeFait,Fait,/classes/class[@source='gest.rci.Constat']/field[@source='mVectFait']
class-field,gest.rci.Constat,mVectReactFeu,listeReactFeu,listeReactFeu,Feu,/classes/class[@source='gest.rci.Constat']/field[@source='mVectReactFeu']
class-field,gest.rci.Disjoncteur,mVectNFusible,listeNFusible,listeNFusible,N,/classes/class[@source='gest.rci.Disjoncteur']/field[@source='mVectNFusible']
class-field,gest.rci.Effraction,mEclatInt,eclatInt,eclatInt,Int,/classes/class[@source='gest.rci.Effraction']/field[@source='mEclatInt']
class-field,gest.rci.Effraction,mEclatSuie,eclatSuie,eclatSuie,Suie,/classes/class[@source='gest.rci.Effraction']/field[@source='mEclatSuie']
class-field,gest.rci.Expertise,mRepr,repr,repr,repr,/classes/class[@source='gest.rci.Expertise']/field[@source='mRepr']
class-field,gest.rci.Rci,mDateRedact,dateRedact,dateRedact,date,/classes/class[@source='gest.rci.Rci']/field[@source='mDateRedact']
class-field,gest.rci.Rci,mIdentJour,identJour,identJour,Jour,/classes/class[@source='gest.rci.Rci']/field[@source='mIdentJour']
class-field,gest.rci.Rci,mRciAnalyse,rciAnalyse,rciAnalyse,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciAnalyse']
class-field,gest.rci.Rci,mRciCause,rciCause,rciCause,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciCause']
class-field,gest.rci.Rci,mRciConclusion,rciConclusion,rciConclusion,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciConclusion']
class-field,gest.rci.Rci,mRciDescBatiment,rciDescBatiment,rciDescriptionBatiment,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciDescBatiment']
class-field,gest.rci.Rci,mRciDescExt,rciDescExt,rciDescriptionExterne,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciDescExt']
class-field,gest.rci.Rci,mRciDescInt,rciDescInt,rciDescriptionInt,rci|Int,/classes/class[@source='gest.rci.Rci']/field[@source='mRciDescInt']
class-field,gest.rci.Rci,mRciEntrevue,rciEntrevue,rciEntrevue,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciEntrevue']
class-field,gest.rci.Rci,mRciInfluence,rciInfluence,rciInfluence,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciInfluence']
class-field,gest.rci.Rci,mRciRapportEnquete,rciRapportEnquete,rciRapportEnquete,rci,/classes/class[@source='gest.rci.Rci']/field[@source='mRciRapportEnquete']
class-field,gest.rci.Rci,mSSIImplique,sSIImplique,sSiImplique,s|SI,/classes/class[@source='gest.rci.Rci']/field[@source='mSSIImplique']
class-field,gest.rci.Rci,mVectProtLieu,listeProtLieu,listeProtLieu,Prot|Lieu,/classes/class[@source='gest.rci.Rci']/field[@source='mVectProtLieu']
class-field,gest.rci.Rci,mVectVehImplique,listeVehImplique,listeVehImplique,Veh,/classes/class[@source='gest.rci.Rci']/field[@source='mVectVehImplique']
class-field,gest.rci.Rci,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.rci.Rci']/field[@source='mIDAssigneA']
class-field,gest.rci.RciAnalyse,mLieuOrigine,lieuOrigine,lieuOrigine,lieu,/classes/class[@source='gest.rci.RciAnalyse']/field[@source='mLieuOrigine']
class-field,gest.rci.RciAnalyse,mVectRciLieu,listeRciLieu,listeRciLieu,Rci|Lieu,/classes/class[@source='gest.rci.RciAnalyse']/field[@source='mVectRciLieu']
class-field,gest.rci.RciAnalyse,mIDFichCroquisLieu,idFichCroquisLieu,idFichCroquisLieu,Fich|Lieu,/classes/class[@source='gest.rci.RciAnalyse']/field[@source='mIDFichCroquisLieu']
class-field,gest.rci.RciAnalyse,mIDFichCroquisOrigine,idFichCroquisOrigine,idFichCroquisOrigine,Fich,/classes/class[@source='gest.rci.RciAnalyse']/field[@source='mIDFichCroquisOrigine']
class-field,gest.rci.RciAnalyse,mIDGraphCroquisLieu,idGraphCroquisLieu,idGraphCroquisLieu,Lieu,/classes/class[@source='gest.rci.RciAnalyse']/field[@source='mIDGraphCroquisLieu']
class-field,gest.rci.RciCause,mModeInflammationDetail,modeInflammationDetail,modeInflammationDetail,mode,/classes/class[@source='gest.rci.RciCause']/field[@source='mModeInflammationDetail']
class-field,gest.rci.RciCause,mPremMatEnflammeDetail,premMatEnflammeDetail,premMatEnflammeDetail,prem|Mat,/classes/class[@source='gest.rci.RciCause']/field[@source='mPremMatEnflammeDetail']
class-field,gest.rci.RciConclusion,mTypeConclusion,typeConclusion,typeConclusion,type,/classes/class[@source='gest.rci.RciConclusion']/field[@source='mTypeConclusion']
class-field,gest.rci.RciDescBatiment,mFilAluminium,filAluminium,filAluminium,fil,/classes/class[@source='gest.rci.RciDescBatiment']/field[@source='mFilAluminium']
class-field,gest.rci.RciDescBatiment,mFilCuivre,filCuivre,filCuivre,fil,/classes/class[@source='gest.rci.RciDescBatiment']/field[@source='mFilCuivre']
class-field,gest.rci.RciDescBatiment,mFusOuvert,fusOuvert,fusOuvert,fus,/classes/class[@source='gest.rci.RciDescBatiment']/field[@source='mFusOuvert']
class-field,gest.rci.RciDescBatiment,mFusPrec,fusPrec,fusPrec,fus|Prec,/classes/class[@source='gest.rci.RciDescBatiment']/field[@source='mFusPrec']
class-field,gest.rci.RciDescBatiment,mFusType,fusType,fusType,fus|Type,/classes/class[@source='gest.rci.RciDescBatiment']/field[@source='mFusType']
class-field,gest.rci.RciDescBatiment$NElementPanneauElectrique,iNom,iNom,iNom,i|Nom,/classes/class[@source='gest.rci.RciDescBatiment$NElementPanneauElectrique']/field[@source='iNom']
class-field,gest.rci.RciDescBatiment$NElementPanneauElectrique,iStatut,iStatut,iStatut,i,/classes/class[@source='gest.rci.RciDescBatiment$NElementPanneauElectrique']/field[@source='iStatut']
class-field,gest.rci.RciDescBatiment$NFusible,iType,iType,iType,i|Type,/classes/class[@source='gest.rci.RciDescBatiment$NFusible']/field[@source='iType']
class-field,gest.rci.RciLieu,mDetailDansRappEnquete,detailDansRappEnquete,detailDansRappEnquete,Dans|Rapp,/classes/class[@source='gest.rci.RciLieu']/field[@source='mDetailDansRappEnquete']
class-field,gest.rci.RciLieu,mLieuOrigine,lieuOrigine,lieuOrigine,lieu,/classes/class[@source='gest.rci.RciLieu']/field[@source='mLieuOrigine']
class-field,gest.rci.RciLieu,mLieuOrigineDesc,lieuOrigineDesc,lieuOrigineDescription,lieu,/classes/class[@source='gest.rci.RciLieu']/field[@source='mLieuOrigineDesc']
class-field,gest.rci.RciLieu,mModeInflammationDesc,modeInflammationDesc,modeInflammationDescription,mode,/classes/class[@source='gest.rci.RciLieu']/field[@source='mModeInflammationDesc']
class-field,gest.rci.RciLieu,mPremMatDesc,premMatDesc,premMatDescription,prem|Mat,/classes/class[@source='gest.rci.RciLieu']/field[@source='mPremMatDesc']
class-field,gest.rci.RciLieu,mRciCause,rciCause,rciCause,rci,/classes/class[@source='gest.rci.RciLieu']/field[@source='mRciCause']
class-field,gest.rci.RciLieu,mIDFichCroquisLieu,idFichCroquisLieu,idFichCroquisLieu,Fich|Lieu,/classes/class[@source='gest.rci.RciLieu']/field[@source='mIDFichCroquisLieu']
class-field,gest.rci.RciLieu,mIDFichCroquisPoint,idFichCroquisPoint,idFichCroquisPoint,Fich,/classes/class[@source='gest.rci.RciLieu']/field[@source='mIDFichCroquisPoint']
class-field,gest.rci.RciLieu,mIDGraphCroquisLieu,idGraphCroquisLieu,idGraphCroquisLieu,Lieu,/classes/class[@source='gest.rci.RciLieu']/field[@source='mIDGraphCroquisLieu']
class-field,gest.rci.RciLieu,mIDLieuOrigine,idLieuOrigine,idLieuOrigine,Lieu,/classes/class[@source='gest.rci.RciLieu']/field[@source='mIDLieuOrigine']
class-field,gest.rci.RciLieu,mIDModeInflammation,idModeInflammation,idModeInflammation,Mode,/classes/class[@source='gest.rci.RciLieu']/field[@source='mIDModeInflammation']
class-field,gest.rci.RciLieu,mIDPremMatEnflamme,idPremMatEnflamme,idPremMatEnflamme,Prem|Mat,/classes/class[@source='gest.rci.RciLieu']/field[@source='mIDPremMatEnflamme']
class-field,gest.rci.RciRapportEnquete,mVectNIDPhotoFich,listeNIDPhotoFich,listeNidPhotoFich,NID|Fich,/classes/class[@source='gest.rci.RciRapportEnquete']/field[@source='mVectNIDPhotoFich']
class-field,gest.rci.RciRapportEnquete$NIDPhotoFich,iID,iID,iId,i,/classes/class[@source='gest.rci.RciRapportEnquete$NIDPhotoFich']/field[@source='iID']
class-field,gest.rci.Saisie,mDateSaisie,dateSaisie,dateSaisie,date,/classes/class[@source='gest.rci.Saisie']/field[@source='mDateSaisie']
class-field,gest.rci.Saisie,mLieu,lieu,lieu,lieu,/classes/class[@source='gest.rci.Saisie']/field[@source='mLieu']
class-field,gest.rci.Suivi,mContactCie,contactCie,contactCie,Cie,/classes/class[@source='gest.rci.Suivi']/field[@source='mContactCie']
class-field,gest.rci.Suivi,mContactNom,contactNom,contactNom,Nom,/classes/class[@source='gest.rci.Suivi']/field[@source='mContactNom']
class-field,gest.rci.Suivi,mDateSuivi,dateSuivi,dateSuivi,date,/classes/class[@source='gest.rci.Suivi']/field[@source='mDateSuivi']
class-field,gest.rci.Suivi,mType,type,type,type,/classes/class[@source='gest.rci.Suivi']/field[@source='mType']
class-field,gest.rci.Temoin,mDateNaiss,dateNaiss,dateNaiss,date,/classes/class[@source='gest.rci.Temoin']/field[@source='mDateNaiss']
class-field,gest.rci.Temoin,mLieuNarration,lieuNarration,lieuNarration,lieu,/classes/class[@source='gest.rci.Temoin']/field[@source='mLieuNarration']
class-field,gest.ressource.Ressource,mCell,cell,cell,cell,/classes/class[@source='gest.ressource.Ressource']/field[@source='mCell']
class-field,gest.ressource.Ressource,mCodeRAO,codeRAO,codeRao,code|RAO,/classes/class[@source='gest.ressource.Ressource']/field[@source='mCodeRAO']
class-field,gest.schema.ForceFrappe,mNomVille,nomVille,nomVille,nom,/classes/class[@source='gest.schema.ForceFrappe']/field[@source='mNomVille']
class-field,gest.schema.ForceFrappe,mTypeHoraire,typeHoraire,typeHoraire,type,/classes/class[@source='gest.schema.ForceFrappe']/field[@source='mTypeHoraire']
class-field,gest.secCiv.Alarme,mDateAlarme,dateAlarme,dateAlarme,date,/classes/class[@source='gest.secCiv.Alarme']/field[@source='mDateAlarme']
class-field,gest.secCiv.Alarme,mTypeDeclench,typeDeclench,typeDeclench,type,/classes/class[@source='gest.secCiv.Alarme']/field[@source='mTypeDeclench']
class-field,gest.secCiv.LogSinistre,mCP,cP,cP,c|P,/classes/class[@source='gest.secCiv.LogSinistre']/field[@source='mCP']
class-field,gest.secCiv.LogSinistre,mDate,date,date,date,/classes/class[@source='gest.secCiv.LogSinistre']/field[@source='mDate']
class-field,gest.secCiv.LogSinistre,mEtatVerif,etatVerif,etatVerif,etat,/classes/class[@source='gest.secCiv.LogSinistre']/field[@source='mEtatVerif']
class-field,gest.secCiv.LogSinistre,mIDNivAlerte,idNivAlerte,idNivAlerte,Niv,/classes/class[@source='gest.secCiv.LogSinistre']/field[@source='mIDNivAlerte']
class-field,gest.secCiv.LogSinistre,mIDPPI,idPPI,idPpi,PPI,/classes/class[@source='gest.secCiv.LogSinistre']/field[@source='mIDPPI']
class-field,gest.secCiv.LogSinistre,mIDRessSecCiv,idRessSecCiv,idRessSecCiv,Ress|Sec|Civ,/classes/class[@source='gest.secCiv.LogSinistre']/field[@source='mIDRessSecCiv']
class-field,gest.secCiv.NodeDocum,mNomRepertDocum,nomRepertDocum,nomRepertDocum,nom,/classes/class[@source='gest.secCiv.NodeDocum']/field[@source='mNomRepertDocum']
class-field,gest.secCiv.NodeDocum,mTypeNode,typeNode,typeNode,type|Node,/classes/class[@source='gest.secCiv.NodeDocum']/field[@source='mTypeNode']
class-field,gest.secCiv.ParamSecCiv,mHreEnvoiAutoNotif,hreEnvoiAutoNotif,hreEnvoiAutomatiqueNotif,hre,/classes/class[@source='gest.secCiv.ParamSecCiv']/field[@source='mHreEnvoiAutoNotif']
class-field,gest.secCiv.ParamSecCiv,mInclureInfosSSI,inclureInfosSSI,inclureInfosSsi,SSI,/classes/class[@source='gest.secCiv.ParamSecCiv']/field[@source='mInclureInfosSSI']
class-field,gest.secCiv.ParamSecCiv,mInclureNom,inclureNom,inclureNom,Nom,/classes/class[@source='gest.secCiv.ParamSecCiv']/field[@source='mInclureNom']
class-field,gest.secCiv.ParamSecCiv,mInclureRole,inclureRole,inclureRole,Role,/classes/class[@source='gest.secCiv.ParamSecCiv']/field[@source='mInclureRole']
class-field,gest.secCiv.ParamSecCiv,mVectNodeDocum,listeNodeDocum,listeNodeDocum,Node,/classes/class[@source='gest.secCiv.ParamSecCiv']/field[@source='mVectNodeDocum']
class-field,gest.secCiv.ParamSecCiv,mIDRessSecCiv,idRessSecCiv,idRessSecCiv,Ress|Sec|Civ,/classes/class[@source='gest.secCiv.ParamSecCiv']/field[@source='mIDRessSecCiv']
class-field,gest.secCiv.RessSecCiv,DernVerif,dernVerif,dernVerif,dern,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='DernVerif']
class-field,gest.secCiv.RessSecCiv,mCell,cell,cell,cell,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mCell']
class-field,gest.secCiv.RessSecCiv,mLieu,lieu,lieu,lieu,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mLieu']
class-field,gest.secCiv.RessSecCiv,mPartageUtilisateurAvecEmploye,partageUtilisateurAvecEmploye,partageUtilisateurAvecEmploye,Avec,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mPartageUtilisateurAvecEmploye']
class-field,gest.secCiv.RessSecCiv,mPermettreSMSsurCell,permettreSMSsurCell,permettreSmSsurCell,SM|Ssur|Cell,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mPermettreSMSsurCell']
class-field,gest.secCiv.RessSecCiv,mRole,role,role,role,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mRole']
class-field,gest.secCiv.RessSecCiv,mVerifDateDebut,verifDateDebut,verifDateDebut,Date,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mVerifDateDebut']
class-field,gest.secCiv.RessSecCiv,mVerifMois,verifMois,verifMois,Mois,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mVerifMois']
class-field,gest.secCiv.RessSecCiv,mVerifTypeEnvoi,verifTypeEnvoi,verifTypeEnvoi,Type,/classes/class[@source='gest.secCiv.RessSecCiv']/field[@source='mVerifTypeEnvoi']
class-field,gest.secCiv.Sinistre,mEtatSituation,etatSituation,etatSituation,etat,/classes/class[@source='gest.secCiv.Sinistre']/field[@source='mEtatSituation']
class-field,gest.secCiv.Sinistre,mIDNivAlerte,idNivAlerte,idNivAlerte,Niv,/classes/class[@source='gest.secCiv.Sinistre']/field[@source='mIDNivAlerte']
class-field,gest.typeAnom.TypeAnom,mNbrJourDelai,nbrJourDelai,nombreJourDelai,Jour,/classes/class[@source='gest.typeAnom.TypeAnom']/field[@source='mNbrJourDelai']
class-field,gest.typeAnom.TypeAnom,mVectIDCodeRef,listeIDCodeRef,listeIdCodeReference,Code,/classes/class[@source='gest.typeAnom.TypeAnom']/field[@source='mVectIDCodeRef']
class-field,gest.typeAssistanceParticuliere.AssistanceParticuliere,mIDTypeAssistanceParticuliere,idTypeAssistanceParticuliere,idTypeAssistanceParticuliere,Type,/classes/class[@source='gest.typeAssistanceParticuliere.AssistanceParticuliere']/field[@source='mIDTypeAssistanceParticuliere']
class-field,gest.typeAssistanceParticuliere.TypeAssistanceParticuliere,mCodeRaoCAUCA,codeRaoCAUCA,codeRaoCauca,code|Rao,/classes/class[@source='gest.typeAssistanceParticuliere.TypeAssistanceParticuliere']/field[@source='mCodeRaoCAUCA']
class-field,gest.typeAssistanceParticuliere.TypeAssistanceParticuliere,mCodeRaoEmergensys,codeRaoEmergensys,codeRaoEmergensys,code|Rao,/classes/class[@source='gest.typeAssistanceParticuliere.TypeAssistanceParticuliere']/field[@source='mCodeRaoEmergensys']
class-field,gest.typeAssistanceParticuliere.TypeAssistanceParticuliere,mCodeRaoLPL,codeRaoLPL,codeRaoLpl,code|Rao|LPL,/classes/class[@source='gest.typeAssistanceParticuliere.TypeAssistanceParticuliere']/field[@source='mCodeRaoLPL']
class-field,gest.typeChauffage.TypeChauffage,mVectCodesSMI,listeCodesSMI,listeCodesSmi,SMI,/classes/class[@source='gest.typeChauffage.TypeChauffage']/field[@source='mVectCodesSMI']
class-field,gest.typeChauffage.TypeChauffage,mVectCodesSMICommercial,listeCodesSMICommercial,listeCodesSmiCommercial,SMI,/classes/class[@source='gest.typeChauffage.TypeChauffage']/field[@source='mVectCodesSMICommercial']
class-field,gest.typeCheminee.TypeCheminee,mVectCodesSMI,listeCodesSMI,listeCodesSmi,SMI,/classes/class[@source='gest.typeCheminee.TypeCheminee']/field[@source='mVectCodesSMI']
class-field,gest.typeCheminee.TypeCheminee,mVectCodesSMICommercial,listeCodesSMICommercial,listeCodesSmiCommercial,SMI,/classes/class[@source='gest.typeCheminee.TypeCheminee']/field[@source='mVectCodesSMICommercial']
class-field,gest.typePrev.TypePrev,mAffectePeriodiciteDossPrev,affectePeriodiciteDossPrev,affectePeriodiciteDossPrevision,Doss,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mAffectePeriodiciteDossPrev']
class-field,gest.typePrev.TypePrev,mEmissionAvis,emissionAvis,emissionAvis,Avis,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mEmissionAvis']
class-field,gest.typePrev.TypePrev,mFormElec,formElec,formElec,form|Elec,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mFormElec']
class-field,gest.typePrev.TypePrev,mFormPerso,formPerso,formPerso,form,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mFormPerso']
class-field,gest.typePrev.TypePrev,mFormWebUUID,formWebUUID,formWebUuid,form|Web|UUID,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mFormWebUUID']
class-field,gest.typePrev.TypePrev,mHshSurveyName,hshSurveyName,hshSurveyName,hsh|Name,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mHshSurveyName']
class-field,gest.typePrev.TypePrev,mImpressionPJAnomalies,impressionPJAnomalies,impressionPjAnomalies,PJ,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mImpressionPJAnomalies']
class-field,gest.typePrev.TypePrev,mNomFormWeb,nomFormWeb,nomFormWeb,nom|Form|Web,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mNomFormWeb']
class-field,gest.typePrev.TypePrev,mPermetCompleterEnLot,permettCompleterEnLot,permettCompleterEnLot,En|Lot,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mPermetCompleterEnLot']
class-field,gest.typePrev.TypePrev,mPermetFormWeb,permettFormWeb,permettFormWeb,Form|Web,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mPermetFormWeb']
class-field,gest.typePrev.TypePrev,mPermettreAjoutSurMobile,permettreAjoutSurMobile,permettreAjoutSurMobile,Sur,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mPermettreAjoutSurMobile']
class-field,gest.typePrev.TypePrev,mPermettreAvisMultiPrev,permettreAvisMultiPrev,permettreAvisMultiPrevision,Avis,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mPermettreAvisMultiPrev']
class-field,gest.typePrev.TypePrev,mPrevAvis,prevAvis,previsionAvis,Avis,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mPrevAvis']
class-field,gest.typePrev.TypePrev,mPrevForm,prevForm,previsionForm,Form,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mPrevForm']
